channel 0,channel 1,channel 2,channel 3,channel 5,channel 6
81,105,83,101,92,84
81,105,83,101,93,84
81,105,83,101,93,84
81,105,83,101,93,86
81,105,83,101,93,85
81,105,83,101,93,84
81,105,83,101,92,84
81,105,83,101,93,83
81,105,83,101,93,83
80,105,83,101,93,82
80,105,83,101,92,82
80,105,83,101,92,82
80,105,83,101,92,81
80,105,83,101,92,81
80,105,83,101,92,81
80,105,83,101,92,81
80,105,83,101,92,81
80,105,83,101,92,80
80,105,83,101,92,80
80,105,83,101,92,80
80,104,83,101,92,80
80,104,83,101,92,80
81,104,83,101,92,80
80,104,83,101,92,80
81,104,83,101,92,80
81,104,83,101,92,80
81,104,83,101,92,80
81,104,83,101,92,80
81,104,83,101,92,80
81,104,83,101,92,79
81,104,83,101,92,79
81,104,83,101,92,79
81,104,83,101,92,79
81,104,84,101,92,79
81,103,84,101,92,79
81,103,84,101,92,79
81,102,85,101,92,79
82,102,85,101,92,79
82,102,85,101,92,79
82,101,85,101,92,79
82,101,86,101,92,79
82,100,86,101,92,79
82,101,86,101,92,79
82,100,86,101,92,79
82,100,86,101,92,79
82,99,86,101,92,79
82,99,86,101,92,79
82,98,86,101,92,78
82,98,87,101,92,78
82,98,87,101,92,78
82,98,86,101,92,78
82,98,87,101,92,78
82,98,87,101,92,78
82,98,87,101,92,78
82,98,87,101,92,78
82,98,87,101,92,78
82,98,87,101,92,78
82,97,87,101,92,78
82,97,87,101,92,78
82,97,87,101,92,78
82,97,87,101,92,78
81,97,87,101,92,78
81,97,87,101,92,77
81,97,87,101,92,77
81,97,87,101,92,77
81,97,87,101,92,77
81,97,87,101,92,77
81,97,87,101,92,77
81,97,87,101,92,77
81,96,87,101,92,77
81,96,87,101,92,77
81,96,87,101,92,77
82,96,87,101,92,77
82,96,87,101,92,77
82,96,87,101,92,77
82,96,87,101,92,77
82,96,87,101,92,78
82,96,87,101,92,78
82,96,88,101,92,78
82,96,88,101,92,78
82,97,88,101,92,78
82,98,88,101,92,78
82,98,88,101,92,78
82,99,88,101,92,78
82,99,88,101,92,78
82,99,88,101,92,78
82,100,88,101,92,78
82,100,88,101,92,78
82,99,88,101,92,78
82,99,88,101,91,78
82,101,88,101,91,78
81,101,88,101,91,78
81,100,87,101,91,78
81,100,87,101,91,78
81,100,87,101,91,78
81,99,87,101,91,78
80,99,87,101,91,78
80,99,87,101,91,78
80,99,87,101,91,78
80,99,86,101,91,78
80,98,86,101,91,78
80,98,85,101,91,78
80,98,85,101,91,78
80,97,85,101,91,78
80,97,84,101,91,78
80,97,84,101,91,78
80,97,84,101,91,78
80,97,84,101,91,78
80,97,84,101,91,78
80,97,84,101,92,78
80,96,84,100,92,78
80,96,83,100,92,78
80,96,83,100,92,78
79,96,83,100,92,78
80,96,83,100,92,78
80,96,83,100,92,78
80,96,83,100,92,78
80,96,83,100,92,78
80,96,83,100,92,78
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
79,95,83,100,91,78
79,95,83,100,91,78
79,96,83,100,91,78
79,97,83,100,91,78
79,97,84,100,91,78
79,97,84,100,91,78
79,98,84,100,91,78
79,98,84,100,91,78
79,98,84,100,91,78
79,98,85,100,91,78
79,98,85,100,91,78
79,98,85,100,91,78
79,98,84,100,91,78
79,98,84,100,91,78
79,98,84,100,91,78
79,98,84,100,91,78
79,98,84,100,91,77
79,97,84,100,91,78
79,97,83,100,91,78
79,97,83,100,91,78
79,96,83,100,91,78
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,96,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,77
79,95,83,100,91,78
79,95,83,100,91,77
79,95,83,100,91,77
79,94,83,100,91,78
79,94,83,100,91,78
79,94,83,100,91,78
80,94,83,100,91,78
80,94,83,100,91,77
80,94,83,100,91,77
80,94,83,100,91,77
80,94,83,100,91,78
80,94,83,100,91,78
80,94,83,100,91,78
80,94,83,100,91,78
80,95,83,100,91,78
80,95,83,100,91,78
79,96,83,100,91,78
79,96,83,100,91,78
79,97,83,100,91,78
80,97,84,100,91,78
79,97,84,100,91,78
79,97,84,100,91,78
79,97,84,100,91,78
79,97,83,100,91,78
79,96,83,100,91,78
79,96,83,100,91,78
79,96,83,100,91,78
79,96,83,100,91,78
79,97,83,100,91,78
79,97,84,100,91,78
79,97,84,99,91,78
79,97,84,99,91,78
79,97,84,99,91,78
79,97,83,99,91,78
79,96,83,99,91,78
79,96,83,99,91,78
79,96,83,99,91,78
79,96,83,99,91,78
79,95,83,99,91,78
79,95,83,99,91,78
79,95,83,99,91,78
79,95,83,99,91,78
79,95,83,99,91,78
79,95,83,99,91,78
79,95,83,99,91,78
79,94,83,99,91,78
79,94,83,99,91,77
79,94,83,99,91,77
79,94,83,99,91,77
79,94,83,99,91,77
79,94,83,99,91,77
79,94,83,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,83,99,91,77
79,94,83,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,94,82,99,91,77
79,95,83,99,91,77
79,95,83,99,91,77
79,96,83,99,91,77
79,96,83,99,91,77
79,96,83,99,91,77
79,97,83,99,91,77
79,97,84,99,91,77
79,97,84,99,91,77
79,97,84,99,91,77
79,97,84,99,91,77
79,97,83,99,91,77
79,96,83,99,91,77
79,96,83,99,91,77
79,95,83,99,91,77
79,95,83,99,91,77
79,95,83,99,91,76
79,94,83,99,91,76
79,95,83,99,91,76
79,94,83,99,91,76
79,94,83,99,91,76
78,94,82,99,91,76
78,94,82,99,91,76
78,94,82,99,90,76
78,94,82,99,90,77
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
79,94,82,99,90,76
79,94,82,99,90,76
79,94,82,99,90,76
79,94,82,99,90,76
79,94,82,99,90,76
79,94,82,99,90,76
78,94,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,94,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
79,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,77
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,99,90,76
78,93,82,98,90,76
78,93,82,99,90,77
78,93,82,99,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,99,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,99,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,81,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,93,82,98,90,77
78,93,82,98,90,77
78,92,82,98,90,77
78,93,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
79,92,81,98,90,77
78,92,82,98,90,77
78,92,82,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,76
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,77
78,92,81,98,90,76
78,92,81,98,90,76
78,92,81,98,90,76
78,92,81,98,90,76
78,92,81,98,90,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,77
78,92,81,98,89,77
78,92,81,98,89,77
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,91,81,98,89,76
78,92,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,92,81,98,89,76
78,92,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,98,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,76
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,76
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,91,81,97,89,77
78,92,81,97,89,77
78,92,81,97,89,77
78,92,81,97,89,77
78,92,81,97,89,77
78,93,81,97,89,77
78,93,81,97,89,77
78,93,82,97,89,77
78,93,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,94,82,97,89,77
78,93,82,97,89,77
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,93,82,97,89,76
78,94,82,97,89,76
78,94,82,97,89,76
78,94,82,97,89,76
78,94,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,77
78,95,82,97,89,77
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,95,82,97,89,76
78,96,82,97,89,76
78,96,82,97,89,76
78,96,82,97,89,76
78,96,82,97,89,76
78,96,82,97,89,76
78,96,82,97,89,76
78,96,82,97,89,76
78,96,83,97,89,76
78,96,83,97,89,76
78,96,83,97,89,76
78,97,83,97,89,76
79,97,83,97,89,76
79,97,83,97,89,76
80,97,83,97,89,76
81,97,83,97,89,76
82,98,84,97,89,76
82,98,84,97,89,76
83,98,84,97,89,77
83,98,84,97,89,77
83,98,84,97,89,77
82,98,84,97,89,77
82,99,84,97,89,77
82,99,85,97,89,77
82,99,85,97,89,77
83,99,85,97,89,77
83,99,85,97,89,77
84,99,85,97,89,77
84,99,85,97,89,77
85,99,85,97,89,77
85,99,85,97,89,77
84,99,85,97,89,77
84,99,85,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,100,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
84,99,86,97,89,76
85,99,86,97,89,76
85,99,86,97,89,76
85,99,86,97,89,76
85,100,86,97,89,76
85,100,86,97,89,76
85,100,86,97,89,76
85,100,86,97,89,76
86,100,86,97,89,76
86,100,86,97,89,76
86,100,86,97,89,76
86,100,86,97,89,76
86,100,86,97,89,76
86,100,86,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
86,100,87,97,89,76
85,100,87,97,89,76
85,100,87,97,89,76
84,100,87,97,89,76
